W4noSjP6xKQ	310142.283333	306052.182401
XOBJob1EjcE	12470.9833333	12613.6012451
4bLFkWcaT3U	50722.0166666	50457.8116326
cOfPrP2Fg5w	90526.8333333	90767.5386262
ZliR74HRwGU	3367782.93333	3427239.60744
-n7-bK7dZEM	361870.066667	312830.165971
2aDlEovtzQ4	24797.9666667	29998.4034922
1HFmyPxqhGs	115240.566667	122763.15669
YlA9-NnNYr4	204254.1	198497.434541
4li1ubFQvx4	66468.85	66081.9472511
_ULO4kbhBfY	205330.666667	202469.749573
9u8cJ0poqX4	52492.1666667	52618.3927344
dsyfbwJmfJo	10203.3333333	10193.8113007
d7GRGqrxjv4	215691.183333	229031.57413
XEfKq-pQBcc	353894.95	348492.229148
4YOwEqGykDM	6647145.81666	6617045.43132
WJzLSH0x92M	78963.1833334	79112.6062773
2Y5J3VUC9qM	3246793.0	3253327.52861
2S09laq98bM	179535.166667	180219.157207
cL-tP03XoH4	552285.316667	553614.447893
A2VaVjFeIaI	2052386.56667	2046630.94991
cbqRh3FtCTU	674019.916667	678578.93465
3KMWAF4EH5Q	559997.85	563675.343996
6oLCXu_2fac	1192438.1	1183199.42036
0ZhOtZoD1AY	149788.6	152565.577421
dXOpytKwJfo	674646.883334	397437.568621
-dGpGl-FzAw	551383.666667	537397.146568
-SstE6WZwz8	505744.566667	506668.87419
5KqUbJCEwfU	280528.266667	275148.354432
2E1hFF0Ubbo	1343719.13333	1318006.99277
AF8Ep0aoRTg	33948.2166667	34645.4594049
5B5WImQXUhs	206834.0	192780.76992
V6nCNlnNXcg	656813.533334	659355.607603
47id_-Z5NY8	48104.0833333	50366.2571622
-fzP9a4Rff0	70919.7833333	72528.1867952
AILkp70R_5U	172747.533333	160625.038738
WaqEXiApLaE	9057125.51666	8222564.13413
bPgE4ck5EbA	21041373.0167	21328522.5624
7vDSPqAA59k	535445.483333	568593.80055
6bFsRUpcpkU	33994135.5833	33437118.2722
cxXIwduX_l0	4724987.71667	4836001.86338
aJHCJ1oMGPs	492767.233333	494800.220576
8qLaCSNQgHA	61058.5833333	60852.9267751
bU6LIljeeME	7952244.06667	7856005.41243
3CVrLR0EbKU	581371.4	590527.631979
coricp4j84U	1570869.33333	1580500.40097
b4pzTPOIv2A	2143200.93333	2139017.31565
_xai1-qT4uA	1378256.61667	1404185.76482
7ZwvRd39aew	22572.9166667	22284.7546464
622ULUnC7Yg	22601.9	22745.0879226
8gaEch78IUY	839929.983333	865197.48574
1t9Ybu5Nayc	495783.783333	412229.788803
dPFtgnNfyYQ	242843.716667	249551.041159
7IzDvkOji4w	25750.3333333	25820.7467613
2aM12L3V7MI	5413410.96667	5394082.053
4TQ0poZZj9o	99405.1	99511.8487304
_Qwq5f_o7bs	99901.2833333	102343.43264
2akAI06fnaA	663657.7	637027.289366
ZN7gm19VfkY	200375.533333	203852.134118
4X0qv80VFv8	407272.366666	411951.90576
Vl0UvqOew9E	304906.766667	306888.338088
37B8DX-wOf4	3117883.26667	3129986.21018
_9I0Rdawb_4	131253.45	132533.437106
baoY0pddIR4	3182773.31666	3270106.04594
2i6XMpFH0IA	1788741.01667	1861545.34559
bRqem2paNQA	1655155.03333	1647457.77596
4mTs7Z_Unv8	38838.1833333	38728.0300428
2XJutVHIsq8	741186.1	752764.287436
ccbHCiwgOrs	204492.066667	204580.763883
4QfjwzSAD7Q	357123.683333	375393.100783
XLZOjLv0_6k	9817818.26667	9880049.61813
cCMNA7u0Efw	126094.85	125352.420863
XW3ZCogDukk	13445.3333333	13498.6004077
Zcf9Wu3sy3s	8453439.55	9065281.67474
VcAfq7-cQiI	116745.833333	121154.621788
1_c555Jrg-8	346849.1	347052.180664
5NsncrD6Q8c	6132758.53333	2925241.2448
YAQg15B4UJ8	201644.383333	201838.639115
8xdBn_8AG84	607434.133333	612376.554574
_c-vJ9gVJm0	726970.166667	721022.777669
XN_DXDhQRf0	1438630.5	1393525.14892
a9VzH06CWy0	816033.033334	841364.731012
2V70p-JCESY	206470.583333	204308.986195
Z6KI4ojKjEg	2739545.65	2733424.33768
